DIA,DIA_SEMANA,MES,OBJECTID,PERIODO,RADICADO,X,Y,NUM_COMUNA,NUM_GRAVEDAD,NUM_DISENO,NUM_CLASE,NUM_BARRIO
13.0,3.0,7.0,670277.0,2018.0,1634556.0,-75.57910299124251,6.251656141818434,7.0,1.0,0.0,0.0,46.0
17.0,2.0,9.0,671954.0,2018.0,1642430.0,-75.56639997853267,6.244881221257732,2.0,0.0,1.0,1.0,53.0
9.0,1.0,5.0,559511.0,2018.0,1626509.0,-75.55865088052745,6.301022512332032,12.0,1.0,0.0,0.0,48.0
6.0,0.0,9.0,675135.0,2018.0,1641118.0,-75.60413516467578,6.252061785371484,4.0,0.0,0.0,0.0,43.0
22.0,6.0,5.0,559291.0,2018.0,1628232.0,-75.56743702800321,6.264450944317715,10.0,1.0,0.0,0.0,90.0
27.0,6.0,2.0,556275.0,2018.0,1618159.0,-75.57852886695663,6.279933937055813,1.0,1.0,0.0,0.0,164.0
14.0,5.0,7.0,670798.0,2018.0,1634482.0,-75.58754721805278,6.261157381955205,7.0,1.0,1.0,0.0,121.0
15.0,4.0,4.0,564146.0,2018.0,1623874.0,-75.55205802452245,6.290682263988513,16.0,1.0,0.0,0.0,135.0
14.0,2.0,5.0,559609.0,2018.0,1627122.0,-75.56113615018701,6.283576867478218,10.0,0.0,0.0,2.0,28.0
6.0,1.0,6.0,665180.0,2018.0,1630073.0,-75.6142686112542,6.260814370656238,18.0,0.0,2.0,3.0,194.0
25.0,4.0,3.0,553489.0,2018.0,1621347.0,-75.55386515406424,6.250738248762411,8.0,1.0,0.0,0.0,209.0
2.0,4.0,9.0,676164.0,2018.0,1640733.0,-75.5409651303337,6.288690623603211,16.0,0.0,0.0,1.0,267.0
1.0,1.0,8.0,668403.0,2018.0,1636691.0,-75.56862849382473,6.236301260629617,2.0,1.0,3.0,0.0,19.0
17.0,5.0,2.0,560861.0,2018.0,1617026.0,-75.58192646149362,6.22494435893204,0.0,1.0,0.0,0.0,105.0
21.0,1.0,3.0,558551.0,2018.0,1620844.0,-75.56396219980527,6.226986785273158,6.0,0.0,0.0,0.0,143.0
1.0,2.0,10.0,673137.0,2018.0,1644440.0,-75.57492569358926,6.253040153139423,2.0,1.0,0.0,0.0,13.0
13.0,6.0,3.0,556737.0,2018.0,1619924.0,-75.60628738232637,6.231885910958106,11.0,1.0,1.0,0.0,123.0
18.0,4.0,2.0,560967.0,2018.0,1617050.0,-75.53462950917661,6.235060596187644,8.0,0.0,2.0,4.0,193.0
28.0,5.0,7.0,669250.0,2018.0,1636319.0,-75.57653230321294,6.2538876643000565,2.0,1.0,0.0,0.0,13.0
23.0,1.0,5.0,566104.0,2018.0,1628380.0,-75.58143472017682,6.250106898717227,7.0,1.0,0.0,0.0,108.0
5.0,0.0,7.0,662449.0,2018.0,1633557.0,-75.5730384465035,6.232460547581205,2.0,0.0,1.0,0.0,37.0
28.0,4.0,1.0,552126.0,2018.0,1614457.0,-75.58599883597874,6.298312968952434,15.0,0.0,2.0,3.0,190.0
22.0,0.0,2.0,556136.0,2018.0,1617832.0,-75.59126818226261,6.260971156164975,7.0,1.0,0.0,0.0,121.0
24.0,4.0,6.0,663090.0,2018.0,1632112.0,-75.5755977380798,6.256201683088271,2.0,0.0,2.0,2.0,13.0
4.0,6.0,12.0,686031.0,2018.0,1652038.0,-75.64750047202452,6.293329603791512,13.0,0.0,0.0,2.0,274.0
16.0,6.0,1.0,550981.0,2018.0,1613194.0,-75.57360770634395,6.255711093358103,2.0,0.0,1.0,1.0,13.0
11.0,1.0,4.0,565627.0,2018.0,1623384.0,-75.56459070431154,6.207393282515823,3.0,1.0,0.0,0.0,158.0
5.0,0.0,7.0,662458.0,2018.0,1633555.0,-75.58944961057074,6.198657988443607,0.0,0.0,0.0,0.0,59.0
29.0,4.0,7.0,669615.0,2018.0,1636219.0,-75.54275782602662,6.240198699422275,8.0,0.0,0.0,3.0,133.0
2.0,3.0,3.0,561364.0,2018.0,1618555.0,-75.57307534929414,6.200241211942573,3.0,0.0,1.0,0.0,97.0
5.0,1.0,12.0,686725.0,2018.0,1652184.0,-75.58825381570591,6.240906514955005,7.0,1.0,0.0,0.0,45.0
11.0,2.0,6.0,664615.0,2018.0,1630801.0,-75.58959450638221,6.239269224558273,11.0,1.0,1.0,0.0,29.0
3.0,2.0,12.0,685483.0,2018.0,1652086.0,-75.57396432085936,6.225618613507358,3.0,1.0,0.0,0.0,58.0
21.0,1.0,3.0,557822.0,2018.0,1620841.0,-75.56110093631949,6.242842854819031,2.0,2.0,0.0,0.0,67.0
19.0,2.0,2.0,558399.0,2018.0,1617460.0,-75.56932862671547,6.2455552622613775,2.0,2.0,1.0,0.0,12.0
14.0,3.0,9.0,675947.0,2018.0,1642362.0,-75.57983768705581,6.28721211370472,15.0,0.0,0.0,1.0,88.0
22.0,1.0,8.0,667376.0,2018.0,1639377.0,-75.55716993736912,6.287144284703474,10.0,0.0,0.0,0.0,173.0
15.0,2.0,1.0,550895.0,2018.0,1613100.0,-75.5873813952261,6.234861913047102,11.0,1.0,2.0,0.0,168.0
4.0,1.0,7.0,661928.0,2018.0,1633361.0,-75.54331433844413,6.248888784952388,8.0,0.0,2.0,1.0,148.0
30.0,6.0,1.0,555414.0,2018.0,1614649.0,-75.56936628271646,6.2647852480914175,10.0,1.0,1.0,0.0,138.0
29.0,5.0,9.0,672581.0,2018.0,1643996.0,-75.59162928065416,6.267819837319747,7.0,0.0,0.0,0.0,10.0
26.0,2.0,3.0,557928.0,2018.0,1621531.0,-75.5767570377629,6.268025057653809,12.0,0.0,2.0,3.0,34.0
31.0,3.0,8.0,675435.0,2018.0,1640388.0,-75.55349883478645,6.241227303729866,6.0,0.0,1.0,0.0,61.0
10.0,6.0,7.0,661435.0,2018.0,1634023.0,-75.56267447975581,6.252688208040032,2.0,0.0,1.0,0.0,33.0
2.0,3.0,11.0,680209.0,2018.0,1648552.0,-75.56587909373742,6.261742605204045,2.0,1.0,0.0,0.0,215.0
27.0,6.0,3.0,558028.0,2018.0,1621584.0,-75.59760296688587,6.213283220111343,11.0,1.0,0.0,0.0,110.0
8.0,0.0,2.0,555469.0,2018.0,1615839.0,-75.57687367031119,6.236055146529714,2.0,1.0,3.0,0.0,37.0
27.0,1.0,6.0,661899.0,2018.0,1632647.0,-75.6059002198781,6.2218865472286975,11.0,1.0,1.0,0.0,131.0
23.0,3.0,2.0,556360.0,2018.0,1617880.0,-75.5875696301794,6.244533129809635,7.0,1.0,0.0,0.0,84.0
26.0,2.0,3.0,558927.0,2018.0,1621424.0,-75.57621829264444,6.280235039411651,1.0,0.0,2.0,4.0,164.0
3.0,5.0,3.0,562444.0,2018.0,1618873.0,-75.54873314488741,6.301558221103991,16.0,1.0,0.0,0.0,167.0
24.0,4.0,6.0,662937.0,2018.0,1632168.0,-75.60023277413845,6.238886840113177,7.0,0.0,2.0,4.0,9.0
29.0,0.0,11.0,686303.0,2018.0,1651448.0,-75.58168860540368,6.196685209851259,0.0,1.0,0.0,0.0,59.0
25.0,0.0,10.0,681861.0,2018.0,1647521.0,-75.57502563026675,6.277276659895699,12.0,1.0,1.0,0.0,236.0
4.0,0.0,10.0,672268.0,2018.0,1644652.0,-75.5735880192897,6.288891521254238,12.0,0.0,0.0,3.0,87.0
13.0,6.0,2.0,555080.0,2018.0,1616339.0,-75.56828628111485,6.292198767181377,12.0,0.0,0.0,3.0,80.0
20.0,4.0,5.0,564855.0,2018.0,1627853.0,-75.58727194916831,6.231716195360906,11.0,0.0,0.0,3.0,29.0
31.0,6.0,7.0,670686.0,2018.0,1636721.0,-75.57166995648237,6.203515419311577,3.0,1.0,0.0,0.0,158.0
23.0,4.0,9.0,671852.0,2018.0,1643143.0,-75.58344550307905,6.247636071068605,7.0,0.0,1.0,0.0,84.0
24.0,2.0,9.0,672176.0,2018.0,1643694.0,-75.60593253809309,6.22275316428345,11.0,1.0,0.0,0.0,131.0
7.0,3.0,9.0,676040.0,2018.0,1641333.0,-75.58336405600645,6.29503860911658,15.0,0.0,1.0,0.0,81.0
8.0,4.0,4.0,563097.0,2018.0,1622920.0,-75.5432550142025,6.2897879644084655,16.0,0.0,2.0,4.0,226.0
7.0,1.0,3.0,556245.0,2018.0,1619248.0,-75.56923420220699,6.254541762568227,2.0,0.0,1.0,0.0,40.0
23.0,4.0,9.0,671823.0,2018.0,1643121.0,-75.58779280604863,6.247285853229575,7.0,1.0,0.0,0.0,180.0
22.0,0.0,2.0,556111.0,2018.0,1617529.0,-75.59302128030963,6.273389147204995,1.0,0.0,2.0,3.0,91.0
2.0,4.0,9.0,676156.0,2018.0,1640828.0,-75.59299801962528,6.257421235449471,7.0,0.0,0.0,0.0,57.0
6.0,4.0,5.0,561227.0,2018.0,1626213.0,-75.59572423171532,6.26756738478271,7.0,0.0,0.0,0.0,10.0
12.0,2.0,2.0,555293.0,2018.0,1616347.0,-75.58751336690499,6.276493277049023,1.0,0.0,2.0,2.0,91.0
10.0,2.0,12.0,686227.0,2018.0,1653291.0,-75.59148934615163,6.2305049380789495,11.0,1.0,0.0,0.0,217.0
17.0,5.0,2.0,554019.0,2018.0,1617110.0,-75.56516067172022,6.275038065343701,10.0,0.0,0.0,1.0,16.0
9.0,6.0,10.0,671452.0,2018.0,1645285.0,-75.5494806553522,6.270043161047151,5.0,0.0,1.0,4.0,118.0
12.0,1.0,9.0,674691.0,2018.0,1642483.0,-75.5705482245158,6.242618363134234,2.0,1.0,0.0,0.0,53.0
12.0,2.0,11.0,679078.0,2018.0,1649406.0,-75.60122667909519,6.2081328977654495,11.0,0.0,1.0,0.0,110.0
2.0,1.0,5.0,560255.0,2018.0,1625760.0,-75.61370485820159,6.251110471715124,4.0,1.0,0.0,0.0,129.0
5.0,0.0,7.0,662290.0,2018.0,1633499.0,-75.57509491705594,6.234831736979225,2.0,1.0,0.0,0.0,37.0
7.0,1.0,11.0,676921.0,2018.0,1648801.0,-75.57565497285734,6.218636173833878,3.0,1.0,2.0,0.0,38.0
30.0,4.0,9.0,672934.0,2018.0,1644088.0,-75.5947824544142,6.278608204786239,1.0,0.0,0.0,0.0,223.0
7.0,4.0,10.0,673509.0,2018.0,1644933.0,-75.58432457468412,6.297269943705588,15.0,0.0,2.0,0.0,81.0
22.0,3.0,6.0,661863.0,2018.0,1632065.0,-75.5914233787193,6.248087934558486,7.0,0.0,1.0,0.0,180.0
15.0,0.0,3.0,553419.0,2018.0,1620659.0,-75.57530112386046,6.241864496255263,2.0,1.0,0.0,0.0,69.0
22.0,0.0,11.0,678642.0,2018.0,1651020.0,-75.55811133404666,6.311980370343995,12.0,1.0,0.0,0.0,24.0
13.0,0.0,9.0,675567.0,2018.0,1642081.0,-75.57123317922189,6.248339436688624,2.0,1.0,0.0,0.0,3.0
23.0,2.0,7.0,669697.0,2018.0,1635450.0,-75.58814248185827,6.223757921365566,0.0,0.0,1.0,3.0,196.0
20.0,6.0,3.0,559023.0,2018.0,1620678.0,-75.57060344119873,6.252554834766411,2.0,1.0,0.0,0.0,13.0
16.0,6.0,1.0,550768.0,2018.0,1613072.0,-75.58421079956214,6.2844379031357525,1.0,1.0,0.0,0.0,93.0
10.0,5.0,11.0,678380.0,2018.0,1649288.0,-75.56962688219981,6.219091721355393,3.0,1.0,0.0,0.0,47.0
18.0,6.0,9.0,672314.0,2018.0,1642952.0,-75.58111479965406,6.229110324024353,0.0,1.0,0.0,0.0,104.0
12.0,6.0,6.0,665045.0,2018.0,1630944.0,-75.55542167908659,6.271274251591277,10.0,0.0,1.0,1.0,183.0
7.0,1.0,2.0,554548.0,2018.0,1615631.0,-75.58839154210595,6.254065909049379,7.0,0.0,2.0,1.0,46.0
9.0,1.0,5.0,559321.0,2018.0,1626678.0,-75.54620134353327,6.249208475731436,8.0,0.0,0.0,4.0,148.0
20.0,1.0,6.0,663603.0,2018.0,1631772.0,-75.56916460736629,6.239766921164428,2.0,1.0,0.0,0.0,19.0
23.0,3.0,11.0,678994.0,2018.0,1650939.0,-75.57242394008972,6.238146289821434,2.0,1.0,0.0,0.0,53.0
12.0,1.0,12.0,684323.0,2018.0,1653070.0,-75.64337041007514,6.17466916602128,9.0,0.0,2.0,2.0,15.0
13.0,5.0,10.0,681908.0,2018.0,1645682.0,-75.57475907487148,6.227621967639768,3.0,1.0,0.0,0.0,58.0
5.0,2.0,3.0,557002.0,2018.0,1618914.0,-75.57443537411329,6.231896398753481,2.0,0.0,2.0,4.0,37.0
8.0,1.0,8.0,666206.0,2018.0,1637567.0,-75.5766802816603,6.225349967396914,0.0,1.0,0.0,0.0,14.0
4.0,1.0,7.0,661944.0,2018.0,1633461.0,-75.57424578043174,6.233656220261151,2.0,1.0,0.0,0.0,37.0
9.0,6.0,1.0,550279.0,2018.0,1612520.0,-75.55553656699108,6.283308295984753,10.0,1.0,0.0,0.0,173.0
13.0,4.0,5.0,560375.0,2018.0,1626981.0,-75.57756814856742,6.285773382133549,12.0,0.0,2.0,0.0,95.0
7.0,5.0,4.0,562843.0,2018.0,1622802.0,-75.64498905433997,6.175310705795146,9.0,1.0,0.0,0.0,15.0
7.0,1.0,3.0,556243.0,2018.0,1619181.0,-75.57360770634395,6.255711093358103,2.0,0.0,2.0,4.0,13.0
6.0,5.0,10.0,672996.0,2018.0,1644840.0,-75.56987683435342,6.255810677411338,2.0,0.0,2.0,3.0,40.0
15.0,5.0,12.0,685270.0,2018.0,1653394.0,-75.60310623937954,6.205885032615107,11.0,0.0,0.0,3.0,101.0
3.0,1.0,1.0,549641.0,2018.0,1612024.0,-75.57745560294414,6.215121018027857,3.0,0.0,0.0,0.0,38.0
13.0,6.0,11.0,679438.0,2018.0,1649456.0,-75.55380002836533,6.267301656187644,5.0,1.0,0.0,0.0,42.0
28.0,5.0,4.0,563569.0,2018.0,1625376.0,-75.56028104832748,6.246306433600058,2.0,0.0,2.0,1.0,7.0
28.0,1.0,11.0,685557.0,2018.0,1651293.0,-75.56234932772591,6.253409816982473,2.0,0.0,0.0,0.0,33.0
21.0,1.0,2.0,557429.0,2018.0,1617493.0,-75.57362230894427,6.275445447155333,12.0,0.0,2.0,2.0,78.0
26.0,0.0,4.0,563271.0,2018.0,1625114.0,-75.56798340960691,6.304888697570549,12.0,0.0,1.0,4.0,56.0
23.0,2.0,4.0,564310.0,2018.0,1624765.0,-75.60054134324683,6.250339830664822,7.0,1.0,0.0,0.0,51.0
21.0,6.0,8.0,667181.0,2018.0,1639130.0,-75.53681388458814,6.265237719242054,17.0,1.0,0.0,0.0,275.0
2.0,6.0,10.0,673665.0,2018.0,1644355.0,-75.61842495038614,6.244754833895152,18.0,0.0,2.0,1.0,254.0
2.0,3.0,2.0,552423.0,2018.0,1615065.0,-75.56927169175155,6.275783705259043,10.0,0.0,0.0,0.0,16.0
16.0,4.0,9.0,674023.0,2018.0,1642185.0,-75.59193920689506,6.222776397226918,0.0,0.0,1.0,0.0,196.0
23.0,0.0,8.0,667907.0,2018.0,1639414.0,-75.60968143972488,6.23250364035879,11.0,0.0,0.0,0.0,123.0
6.0,2.0,8.0,667951.0,2018.0,1637391.0,-75.58038597567977,6.190310723123604,3.0,1.0,0.0,0.0,75.0
30.0,5.0,6.0,663132.0,2018.0,1633145.0,-75.56942268243819,6.28841459823042,12.0,1.0,0.0,0.0,80.0
16.0,6.0,10.0,680893.0,2018.0,1646177.0,-75.57255324277855,6.30164257941138,15.0,0.0,1.0,0.0,117.0
1.0,4.0,7.0,663667.0,2018.0,1633015.0,-75.58174572685398,6.282432087897201,1.0,0.0,1.0,0.0,201.0
20.0,6.0,2.0,555904.0,2018.0,1617895.0,-75.5796701672468,6.1998399426711925,3.0,1.0,0.0,0.0,97.0
8.0,6.0,5.0,559502.0,2018.0,1626479.0,-75.56188402226323,6.243265411477095,2.0,1.0,1.0,0.0,67.0
29.0,1.0,8.0,676441.0,2018.0,1640276.0,-75.56936628271646,6.2647852480914175,10.0,1.0,1.0,0.0,138.0
27.0,5.0,1.0,552296.0,2018.0,1614502.0,-75.5791717159062,6.217264470064459,0.0,1.0,1.0,0.0,14.0
21.0,6.0,8.0,667366.0,2018.0,1639098.0,-75.5789620947889,6.209079323536098,0.0,1.0,0.0,0.0,0.0
29.0,1.0,8.0,676275.0,2018.0,1640238.0,-75.57300990761888,6.274009287691637,12.0,1.0,0.0,0.0,34.0
12.0,3.0,10.0,681520.0,2018.0,1645622.0,-75.57360770634395,6.255711093358103,2.0,1.0,0.0,0.0,13.0
25.0,4.0,11.0,677426.0,2018.0,1651056.0,-75.59330850812502,6.261934402831073,7.0,1.0,0.0,0.0,10.0
14.0,3.0,9.0,675752.0,2018.0,1642042.0,-75.57039052290898,6.289194239256277,12.0,0.0,0.0,0.0,87.0
6.0,1.0,6.0,665276.0,2018.0,1630133.0,-75.57924561718714,6.207438289575957,0.0,0.0,0.0,0.0,0.0
1.0,5.0,12.0,684014.0,2018.0,1652057.0,-75.56965635103452,6.241158697479843,2.0,1.0,2.0,0.0,53.0
17.0,1.0,1.0,551026.0,2018.0,1613117.0,-75.56620832345979,6.301542012989131,12.0,0.0,0.0,3.0,79.0
12.0,2.0,2.0,554976.0,2018.0,1616274.0,-75.60244799789875,6.253439856773982,4.0,1.0,0.0,0.0,5.0
26.0,0.0,4.0,562887.0,2018.0,1625009.0,-75.55492045209907,6.2080516059804225,3.0,0.0,2.0,3.0,189.0
20.0,6.0,2.0,555963.0,2018.0,1617296.0,-75.55947749767421,6.214885093294408,6.0,1.0,0.0,0.0,169.0
11.0,1.0,4.0,565013.0,2018.0,1623335.0,-75.57833683056484,6.239316009203261,11.0,0.0,0.0,0.0,39.0
26.0,1.0,12.0,682886.0,2018.0,1655232.0,-75.5725606240035,6.225503460186107,3.0,1.0,0.0,0.0,58.0
26.0,3.0,10.0,679932.0,2018.0,1647446.0,-75.55615153858373,6.290929152477001,14.0,1.0,1.0,0.0,77.0
31.0,3.0,8.0,675265.0,2018.0,1640548.0,-75.5589811466078,6.25846187652087,8.0,1.0,0.0,0.0,221.0
4.0,4.0,2.0,554642.0,2018.0,1615350.0,-75.56216911253438,6.284143078515672,10.0,0.0,0.0,0.0,28.0
17.0,1.0,10.0,681100.0,2018.0,1646283.0,-75.5762425597317,6.303514523290219,15.0,0.0,1.0,0.0,127.0
1.0,6.0,5.0,564798.0,2018.0,1625674.0,-75.62434826842086,6.283024051369253,13.0,1.0,1.0,0.0,149.0
24.0,6.0,4.0,562473.0,2018.0,1624900.0,-75.58134893013471,6.277226777947866,1.0,1.0,0.0,0.0,201.0
10.0,0.0,5.0,559936.0,2018.0,1627053.0,-75.57525396234848,6.246313855457983,2.0,1.0,2.0,0.0,86.0
15.0,2.0,1.0,550670.0,2018.0,1613037.0,-75.55842907667139,6.270791535802015,10.0,0.0,0.0,0.0,183.0
14.0,3.0,9.0,675599.0,2018.0,1642659.0,-75.54434354587174,6.287777678331244,16.0,1.0,1.0,0.0,199.0
21.0,3.0,9.0,673945.0,2018.0,1643018.0,-75.58587303023539,6.259052919909606,7.0,0.0,0.0,1.0,121.0
4.0,1.0,4.0,552963.0,2018.0,1622410.0,-75.57190854412654,6.211166818931779,3.0,0.0,1.0,0.0,4.0
25.0,2.0,6.0,663292.0,2018.0,1632373.0,-75.58210584104488,6.303841900847956,15.0,0.0,2.0,4.0,127.0
7.0,0.0,6.0,665411.0,2018.0,1630148.0,-75.55422064205136,6.2291346038139865,6.0,0.0,1.0,3.0,20.0
25.0,6.0,9.0,672737.0,2018.0,1644033.0,-75.57458415518946,6.246105756546217,2.0,1.0,3.0,0.0,86.0
11.0,4.0,11.0,678559.0,2018.0,1649295.0,-75.59849282286487,6.277552596962433,1.0,0.0,0.0,0.0,122.0
10.0,5.0,3.0,557404.0,2018.0,1619431.0,-75.56784887037124,6.25632690359207,2.0,0.0,2.0,4.0,40.0
1.0,5.0,12.0,684019.0,2018.0,1651716.0,-75.57909348447265,6.2038332250194825,3.0,1.0,0.0,0.0,97.0
14.0,5.0,4.0,563643.0,2018.0,1623749.0,-75.58782291481192,6.210383371933826,0.0,1.0,1.0,0.0,0.0
13.0,1.0,6.0,665343.0,2018.0,1631070.0,-75.56871539289821,6.2474662418547675,2.0,1.0,0.0,0.0,3.0
9.0,5.0,6.0,664434.0,2018.0,1630435.0,-75.55559532966834,6.3067279991271565,14.0,0.0,2.0,1.0,208.0
25.0,2.0,6.0,663617.0,2018.0,1632329.0,-75.59005785068004,6.24454956105057,7.0,0.0,1.0,3.0,102.0
16.0,6.0,1.0,550762.0,2018.0,1613091.0,-75.56465634983456,6.273809284527707,10.0,0.0,2.0,2.0,151.0
17.0,6.0,4.0,564208.0,2018.0,1623964.0,-75.57426880523029,6.232973754686369,2.0,1.0,0.0,0.0,37.0
18.0,3.0,5.0,559928.0,2018.0,1628478.0,-75.58724817995545,6.229353830853244,0.0,1.0,0.0,0.0,196.0
20.0,6.0,3.0,558730.0,2018.0,1620688.0,-75.5791946664182,6.207399778553038,0.0,0.0,0.0,1.0,0.0
6.0,3.0,4.0,557611.0,2018.0,1622620.0,-75.56201598028731,6.2492125053366205,2.0,0.0,0.0,1.0,7.0
17.0,2.0,12.0,686495.0,2018.0,1653835.0,-75.56984320872536,6.244361101847242,2.0,0.0,2.0,1.0,53.0
9.0,2.0,4.0,563811.0,2018.0,1623024.0,-75.57624051595566,6.296779733953077,15.0,1.0,1.0,0.0,117.0
30.0,2.0,4.0,562836.0,2018.0,1625670.0,-75.56612200017848,6.2089700297231225,3.0,1.0,0.0,0.0,107.0
7.0,3.0,12.0,685139.0,2018.0,1652501.0,-75.57137718254162,6.240673477034824,2.0,0.0,0.0,0.0,53.0
5.0,3.0,10.0,672810.0,2018.0,1644984.0,-75.56788748610427,6.263077242359985,2.0,1.0,0.0,0.0,31.0
28.0,5.0,4.0,563667.0,2018.0,1625283.0,-75.57008416541765,6.300375497064334,12.0,0.0,0.0,4.0,56.0
2.0,2.0,4.0,558475.0,2018.0,1622184.0,-75.61749403514382,6.274323054323753,1.0,0.0,0.0,4.0,258.0
25.0,0.0,10.0,681848.0,2018.0,1647092.0,-75.55204076320376,6.272433078119675,5.0,0.0,1.0,3.0,207.0
19.0,2.0,2.0,562124.0,2018.0,1617291.0,-75.57957445644308,6.246984465445582,2.0,1.0,0.0,0.0,86.0
19.0,0.0,4.0,562581.0,2018.0,1624170.0,-75.56352842221494,6.248939760383582,2.0,1.0,1.0,0.0,3.0
5.0,2.0,3.0,557115.0,2018.0,1618926.0,-75.55434644045862,6.2630197386344335,5.0,0.0,2.0,4.0,178.0
23.0,1.0,5.0,560616.0,2018.0,1628567.0,-75.57745560294414,6.215121018027857,3.0,1.0,0.0,0.0,38.0
16.0,3.0,11.0,678568.0,2018.0,1649868.0,-75.58611486367509,6.258539049857105,7.0,1.0,1.0,0.0,121.0
24.0,1.0,1.0,551888.0,2018.0,1614163.0,-75.57360770634395,6.255711093358103,2.0,1.0,0.0,0.0,13.0
17.0,4.0,6.0,662321.0,2018.0,1631420.0,-75.58341251225137,6.20077225873358,0.0,1.0,0.0,0.0,59.0
20.0,0.0,12.0,682963.0,2018.0,1654726.0,-75.57412304548167,6.235845553318255,2.0,1.0,0.0,0.0,37.0
8.0,1.0,8.0,666059.0,2018.0,1637600.0,-75.5795572282969,6.244723263283478,7.0,0.0,1.0,0.0,45.0
16.0,3.0,3.0,558677.0,2018.0,1620322.0,-75.56061158728573,6.249539308858727,2.0,0.0,0.0,0.0,7.0
2.0,0.0,8.0,668925.0,2018.0,1636992.0,-75.53772620265619,6.266961875239028,5.0,0.0,0.0,0.0,251.0
12.0,2.0,2.0,555075.0,2018.0,1616323.0,-75.58270537993634,6.233345010202073,11.0,0.0,1.0,0.0,168.0
22.0,0.0,11.0,678620.0,2018.0,1650615.0,-75.54556472865475,6.2457620443956605,8.0,0.0,0.0,0.0,98.0
21.0,3.0,12.0,683504.0,2018.0,1654319.0,-75.54349538251026,6.22670890041184,6.0,0.0,1.0,0.0,272.0
22.0,0.0,2.0,556853.0,2018.0,1618138.0,-75.56799965071826,6.2554714029409,2.0,1.0,0.0,0.0,40.0
3.0,2.0,12.0,685660.0,2018.0,1651912.0,-75.55959634654724,6.245495406514225,2.0,0.0,0.0,0.0,7.0
21.0,1.0,11.0,677918.0,2018.0,1650850.0,-75.57052457942926,6.236468944518185,2.0,1.0,0.0,0.0,37.0
16.0,6.0,1.0,551185.0,2018.0,1613186.0,-75.56176629967379,6.25956881562584,2.0,0.0,0.0,1.0,103.0
3.0,4.0,6.0,664495.0,2018.0,1629882.0,-75.59757191583887,6.250186154120069,4.0,1.0,0.0,0.0,159.0
17.0,2.0,12.0,686343.0,2018.0,1653735.0,-75.5652066426097,6.248348786437501,2.0,0.0,0.0,1.0,3.0
12.0,5.0,5.0,560459.0,2018.0,1626897.0,-75.55702339273131,6.292945462464853,14.0,0.0,0.0,1.0,156.0
26.0,0.0,7.0,671142.0,2018.0,1636258.0,-75.57498644929805,6.264761303618183,12.0,1.0,0.0,0.0,34.0
22.0,2.0,1.0,551322.0,2018.0,1613791.0,-75.56061158728573,6.249539308858727,2.0,0.0,1.0,0.0,7.0
16.0,0.0,8.0,667863.0,2018.0,1639473.0,-75.57786444131878,6.23965187453507,7.0,1.0,0.0,0.0,45.0
10.0,2.0,9.0,674448.0,2018.0,1641665.0,-75.56080757586518,6.256897711484478,2.0,0.0,0.0,3.0,103.0
7.0,0.0,6.0,665551.0,2018.0,1630238.0,-75.56620832345979,6.301542012989131,12.0,0.0,0.0,0.0,79.0
3.0,4.0,6.0,664556.0,2018.0,1629669.0,-75.60357202508261,6.275036737989137,18.0,0.0,0.0,1.0,276.0
10.0,1.0,10.0,680292.0,2018.0,1645513.0,-75.55663428913294,6.2329620209426535,6.0,0.0,1.0,4.0,20.0
20.0,6.0,11.0,677903.0,2018.0,1650674.0,-75.57384520213395,6.2704200263233005,12.0,1.0,0.0,0.0,34.0
8.0,0.0,3.0,561487.0,2018.0,1619407.0,-75.55259565062157,6.3043674707824735,14.0,0.0,0.0,1.0,197.0
23.0,4.0,9.0,671850.0,2018.0,1643233.0,-75.58206860649078,6.215081561928085,0.0,1.0,3.0,0.0,0.0
6.0,5.0,1.0,550050.0,2018.0,1612175.0,-75.59046329609896,6.23869719255418,11.0,0.0,0.0,1.0,165.0
1.0,3.0,6.0,665361.0,2018.0,1629476.0,-75.58769055749524,6.262340683049724,7.0,0.0,1.0,4.0,121.0
25.0,5.0,8.0,674664.0,2018.0,1639668.0,-75.56105800365198,6.282791430784777,10.0,0.0,0.0,4.0,222.0
3.0,6.0,7.0,661388.0,2018.0,1633295.0,-75.58292681158795,6.254648782521218,7.0,0.0,1.0,0.0,46.0
13.0,3.0,4.0,562972.0,2018.0,1623556.0,-75.57366780102316,6.245803820854031,2.0,1.0,1.0,0.0,12.0
27.0,3.0,4.0,565362.0,2018.0,1625205.0,-75.58093462024124,6.248545082368082,7.0,1.0,0.0,0.0,108.0
5.0,5.0,5.0,561938.0,2018.0,1626253.0,-75.5726456384063,6.250416827673815,2.0,1.0,0.0,0.0,13.0
17.0,2.0,9.0,671948.0,2018.0,1642290.0,-75.59653991004205,6.213846235094953,11.0,0.0,0.0,2.0,177.0
11.0,4.0,3.0,561960.0,2018.0,1619712.0,-75.58344550307905,6.247636071068605,7.0,0.0,0.0,0.0,84.0
7.0,1.0,3.0,563220.0,2018.0,1619358.0,-75.58595683069291,6.201419460995357,0.0,1.0,0.0,0.0,59.0
4.0,5.0,8.0,667226.0,2018.0,1637262.0,-75.57768466263566,6.213600314872163,3.0,1.0,0.0,0.0,4.0
26.0,0.0,4.0,563268.0,2018.0,1625085.0,-75.58015317344545,6.258711748184037,7.0,1.0,1.0,0.0,30.0
