X,Y,OBJECTID,RADICADO,DIA,PERIODO,CBML,DIA_SEMANA,MES,NUM_COMUNA,NUM_GRAVEDAD,NUM_DISENO,NUM_CLASE,group
-75.5610220095323,6.25072695871703,560289.0,1627083.0,13.0,2018.0,1016.0,7.0,5.0,10.0,2.0,1.0,1.0,1
-75.57109922094979,6.295903617044909,679133.0,1649897.0,17.0,2018.0,509.0,6.0,11.0,5.0,1.0,1.0,2.0,0
-75.59634650264536,6.2336769721805565,558384.0,1619476.0,10.0,2018.0,1603.0,6.0,3.0,16.0,2.0,1.0,1.0,1
-75.56278119780319,6.247280831478064,565483.0,1623009.0,9.0,2018.0,1016.0,1.0,4.0,10.0,1.0,2.0,1.0,1
-75.56991619430684,6.214696512827525,684738.0,1653178.0,14.0,2018.0,1404.0,5.0,12.0,14.0,1.0,1.0,1.0,0
-75.55361851459574,6.284463901943632,552027.0,1614242.0,26.0,2018.0,401.0,5.0,1.0,4.0,1.0,1.0,2.0,1
-75.58206860649078,6.215081561928085,564694.0,1625605.0,30.0,2018.0,1507.0,1.0,4.0,15.0,4.0,2.0,1.0,1
-75.57825418895484,6.225875542863934,563295.0,1623597.0,14.0,2018.0,1504.0,6.0,4.0,15.0,1.0,1.0,1.0,1
-75.60409948108733,6.243596200404348,671475.0,1643387.0,22.0,2018.0,1211.0,6.0,9.0,12.0,1.0,2.0,1.0,0
-75.5737842239027,6.238719524913504,667403.0,1639251.0,22.0,2018.0,1011.0,3.0,8.0,10.0,1.0,2.0,1.0,0
-75.56847360996902,6.243878894203372,558502.0,1618325.0,26.0,2018.0,1013.0,1.0,2.0,10.0,1.0,2.0,1.0,1
-75.59990124102346,6.225579288652619,673763.0,1643034.0,21.0,2018.0,1605.0,5.0,9.0,16.0,1.0,1.0,2.0,0
-75.56463793051962,6.249259161918634,668050.0,1638690.0,17.0,2018.0,1019.0,5.0,8.0,10.0,1.0,1.0,1.0,0
-75.56461814813281,6.243671065892651,681530.0,1645770.0,12.0,2018.0,1015.0,5.0,10.0,10.0,3.0,2.0,1.0,0
-75.57668028166233,6.225350057801628,670106.0,1634270.0,13.0,2018.0,1504.0,5.0,7.0,15.0,2.0,2.0,1.0,0
-75.54847757530574,6.265742849902821,566593.0,1628541.0,25.0,2018.0,308.0,5.0,5.0,3.0,1.0,1.0,2.0,1
-75.5666172476083,6.243249777169522,557099.0,1618938.0,5.0,2018.0,1013.0,1.0,3.0,10.0,3.0,1.0,4.0,1
-75.58724817995545,6.229353830853244,667289.0,1637930.0,10.0,2018.0,1506.0,5.0,8.0,15.0,1.0,2.0,1.0,0
-75.5968265764597,6.250123730102699,551017.0,1613338.0,17.0,2018.0,1112.0,3.0,1.0,11.0,2.0,2.0,1.0,1
-75.59649830254662,6.274741585687907,551919.0,1613978.0,23.0,2018.0,717.0,2.0,1.0,7.0,1.0,1.0,1.0,1
-75.59307910394749,6.273409846798222,565873.0,1618037.0,26.0,2018.0,705.0,1.0,2.0,7.0,1.0,1.0,6.0,1
-75.56922931838679,6.275771410568647,678107.0,1650460.0,21.0,2018.0,405.0,3.0,11.0,4.0,1.0,1.0,1.0,0
-75.56652695251927,6.287384815105268,686133.0,1653465.0,16.0,2018.0,510.0,7.0,12.0,5.0,7.0,1.0,6.0,0
-75.56168298909498,6.187013429210572,677385.0,1650343.0,20.0,2018.0,1411.0,2.0,11.0,14.0,1.0,2.0,1.0,0
-75.58931114289878,6.199000176704772,678240.0,1649801.0,16.0,2018.0,1510.0,5.0,11.0,15.0,1.0,2.0,1.0,0
-75.59399401738091,6.2351569419144965,663462.0,1632349.0,25.0,2018.0,1602.0,1.0,6.0,16.0,1.0,1.0,2.0,0
-75.5875684250123,6.264782157951911,562705.0,1623140.0,9.0,2018.0,725.0,1.0,4.0,7.0,1.0,1.0,1.0,1
-75.58781801782129,6.28880231739747,666538.0,1636987.0,3.0,2018.0,711.0,5.0,8.0,7.0,2.0,1.0,1.0,0
-75.58800540596673,6.278601222383196,666150.0,1638873.0,19.0,2018.0,715.0,7.0,8.0,7.0,3.0,1.0,4.0,0
-75.5834099313469,6.212230151947153,679593.0,1648921.0,7.0,2018.0,1507.0,3.0,11.0,15.0,1.0,1.0,1.0,0
-75.56989967310102,6.24438026711269,678623.0,1651009.0,22.0,2018.0,1007.0,4.0,11.0,10.0,1.0,2.0,1.0,0
-75.57786444131878,6.23965187453507,685135.0,1651711.0,3.0,2018.0,1105.0,1.0,12.0,11.0,1.0,1.0,6.0,0
-75.55700981946767,6.252188125428697,678211.0,1649630.0,15.0,2018.0,1017.0,4.0,11.0,10.0,3.0,1.0,6.0,0
-75.57984305007037,6.231170865785224,679421.0,1649596.0,13.0,2018.0,1502.0,2.0,11.0,15.0,1.0,1.0,1.0,0
-75.55550278357165,6.292982503550517,671218.0,1644496.0,2.0,2018.0,209.0,2.0,10.0,2.0,3.0,1.0,4.0,0
-75.6116675491936,6.277892509769517,671075.0,1635173.0,19.0,2018.0,6098.0,4.0,7.0,21.0,1.0,2.0,1.0,0
-75.56201598028731,6.2492125053366205,664336.0,1631283.0,15.0,2018.0,1016.0,5.0,6.0,10.0,2.0,2.0,1.0,0
-75.59834707376346,6.238940844262035,553672.0,1622559.0,5.0,2018.0,1109.0,4.0,4.0,11.0,1.0,2.0,1.0,1
-75.58326412809707,6.248619499867145,560086.0,1626422.0,8.0,2018.0,1103.0,2.0,5.0,11.0,1.0,1.0,2.0,1
-75.5590151011167,6.300150563068397,566654.0,1615802.0,8.0,2018.0,507.0,4.0,2.0,5.0,1.0,2.0,1.0,1
-75.56984320872536,6.244361101847242,673745.0,1643061.0,21.0,2018.0,1013.0,5.0,9.0,10.0,1.0,2.0,1.0,0
-75.56290557094624,6.255109066318292,664745.0,1629827.0,4.0,2018.0,1018.0,1.0,6.0,10.0,2.0,1.0,1.0,0
-75.58339802295377,6.289785822975683,670772.0,1635826.0,25.0,2018.0,607.0,3.0,7.0,6.0,3.0,1.0,6.0,0
-75.5786893933326,6.206568520691946,561278.0,1618573.0,2.0,2018.0,1421.0,5.0,3.0,14.0,1.0,2.0,1.0,1
-75.59767571836716,6.258848003915952,667232.0,1637265.0,4.0,2018.0,1113.0,6.0,8.0,11.0,3.0,2.0,1.0,0
-75.57957445644308,6.246984465445582,565593.0,1623953.0,16.0,2018.0,1009.0,1.0,4.0,10.0,2.0,2.0,1.0,1
-75.53260438427962,6.23273382051987,555263.0,1615954.0,8.0,2018.0,815.0,4.0,2.0,8.0,1.0,1.0,1.0,1
-75.56633809903768,6.2468139837548975,551071.0,1613595.0,19.0,2018.0,1019.0,5.0,1.0,10.0,2.0,1.0,1.0,1
-75.57604036890072,6.214955880434152,662242.0,1632834.0,28.0,2018.0,1403.0,4.0,6.0,14.0,3.0,2.0,1.0,0
-75.55577843542925,6.298700515970348,665806.0,1639756.0,24.0,2018.0,206.0,5.0,8.0,2.0,2.0,2.0,1.0,0
-75.62930916240046,6.257187971959767,672705.0,1643540.0,25.0,2018.0,1316.0,2.0,9.0,13.0,1.0,1.0,6.0,0
-75.56104891898408,6.252510463058583,677581.0,1648097.0,2.0,2018.0,1018.0,5.0,11.0,10.0,1.0,2.0,1.0,0
-75.57800940899315,6.271010010760099,559694.0,1628517.0,24.0,2018.0,519.0,4.0,5.0,5.0,2.0,2.0,1.0,1
-75.56440074387805,6.286872765144256,666327.0,1638929.0,19.0,2018.0,403.0,7.0,8.0,4.0,1.0,2.0,1.0,0
-75.62101778289109,6.245554374955874,553462.0,1621849.0,28.0,2018.0,1312.0,3.0,3.0,13.0,1.0,2.0,1.0,1
-75.57761609026629,6.247087306475959,557127.0,1618769.0,4.0,2018.0,1008.0,7.0,3.0,10.0,1.0,1.0,1.0,1
-75.59302128030963,6.273389147204995,561040.0,1626324.0,6.0,2018.0,705.0,7.0,5.0,7.0,2.0,2.0,1.0,1
-75.56706247578809,6.29175606177316,663507.0,1632999.0,1.0,2018.0,510.0,7.0,7.0,5.0,1.0,1.0,1.0,0
-75.57342961091021,6.276326896245532,565055.0,1626085.0,4.0,2018.0,515.0,5.0,5.0,5.0,1.0,1.0,1.0,1
-75.57354066587075,6.2334108739094365,674095.0,1641700.0,9.0,2018.0,1012.0,7.0,9.0,10.0,1.0,2.0,1.0,0
-75.5726456384063,6.250416827673815,679838.0,1648402.0,1.0,2018.0,1006.0,4.0,11.0,10.0,3.0,2.0,1.0,0
-75.54352827083109,6.291103635304069,682745.0,1654566.0,25.0,2018.0,104.0,2.0,12.0,1.0,1.0,1.0,2.0,0
-75.58237733722723,6.298013771386914,667985.0,1637910.0,12.0,2018.0,608.0,7.0,8.0,6.0,1.0,1.0,4.0,0
-75.57530865260728,6.243399387295997,663996.0,1631152.0,14.0,2018.0,1009.0,4.0,6.0,10.0,1.0,1.0,1.0,0
-75.54525927200892,6.2749942157636225,564870.0,1623791.0,16.0,2018.0,302.0,1.0,4.0,3.0,1.0,1.0,6.0,1
-75.58421079956214,6.2844379031357525,665598.0,1638773.0,17.0,2018.0,710.0,5.0,8.0,7.0,3.0,1.0,1.0,0
-75.58823418317253,6.209576130226942,561895.0,1618446.0,24.0,2018.0,1509.0,6.0,2.0,15.0,1.0,1.0,1.0,1
-75.57528013666963,6.231278195374701,667875.0,1638986.0,16.0,2018.0,1621.0,4.0,8.0,16.0,1.0,2.0,1.0,0
-75.58733833283634,6.23345006450194,564020.0,1624342.0,20.0,2018.0,1601.0,5.0,4.0,16.0,2.0,1.0,1.0,1
-75.5521306371692,6.236060191150541,666411.0,1637723.0,9.0,2018.0,908.0,4.0,8.0,9.0,1.0,1.0,2.0,0
-75.59510004122998,6.211036902691381,551862.0,1614312.0,26.0,2018.0,1607.0,5.0,1.0,16.0,1.0,1.0,1.0,1
-75.58296558149475,6.228649471045191,674945.0,1641602.0,5.0,2018.0,1503.0,3.0,9.0,15.0,2.0,2.0,1.0,0
-75.56276806260955,6.188420131991774,553076.0,1622622.0,5.0,2018.0,1411.0,4.0,4.0,14.0,1.0,1.0,1.0,1
-75.56174601128725,6.252984278760189,562489.0,1624375.0,20.0,2018.0,1018.0,5.0,4.0,10.0,1.0,2.0,1.0,1
-75.5767570377629,6.268025057653809,561447.0,1628139.0,22.0,2018.0,517.0,2.0,5.0,5.0,3.0,1.0,4.0,1
-75.57525396234848,6.246313855457983,679143.0,1650077.0,17.0,2018.0,1009.0,6.0,11.0,10.0,4.0,2.0,1.0,0
-75.56945042422707,6.236878488243297,551983.0,1614285.0,25.0,2018.0,1020.0,4.0,1.0,10.0,3.0,1.0,1.0,1
-75.5720168439414,6.263602273289528,686509.0,1653833.0,17.0,2018.0,1004.0,1.0,12.0,10.0,1.0,1.0,1.0,0
-75.59149888469796,6.231553270632992,675940.0,1642266.0,14.0,2018.0,1602.0,5.0,9.0,16.0,2.0,1.0,1.0,0
-75.57829349508314,6.251095563389438,663454.0,1632458.0,25.0,2018.0,1008.0,1.0,6.0,10.0,1.0,1.0,1.0,0
-75.54756416730842,6.246720494165219,554443.0,1615537.0,6.0,2018.0,808.0,2.0,2.0,8.0,2.0,2.0,1.0,1
-75.57443139889763,6.231883651761104,679396.0,1648665.0,6.0,2018.0,1012.0,2.0,11.0,10.0,1.0,2.0,1.0,0
-75.5556585362622,6.2371202598827695,672629.0,1644780.0,5.0,2018.0,910.0,5.0,10.0,9.0,3.0,1.0,6.0,0
-75.61093892324345,6.289588683472777,550582.0,1612833.0,14.0,2018.0,6098.0,7.0,1.0,21.0,1.0,1.0,1.0,1
-75.57105966074873,6.2894162658256505,683772.0,1654391.0,22.0,2018.0,511.0,6.0,12.0,5.0,2.0,2.0,1.0,0
-75.5652066426097,6.248348786437501,563993.0,1624088.0,18.0,2018.0,1019.0,3.0,4.0,10.0,2.0,2.0,1.0,1
-75.5834099313469,6.212230151947153,674867.0,1642151.0,12.0,2018.0,1507.0,3.0,9.0,15.0,1.0,2.0,1.0,0
-75.57780117468619,6.286337140263409,685145.0,1652515.0,8.0,2018.0,514.0,6.0,12.0,5.0,1.0,1.0,1.0,0
-75.58485155924234,6.289184669067392,674763.0,1641063.0,5.0,2018.0,607.0,3.0,9.0,6.0,2.0,2.0,1.0,0
-75.55923717035479,6.242958194567442,559505.0,1626622.0,9.0,2018.0,1015.0,3.0,5.0,10.0,1.0,2.0,1.0,1
-75.5535197655396,6.208940165570668,669749.0,1634469.0,12.0,2018.0,1408.0,4.0,7.0,14.0,3.0,2.0,1.0,0
-75.5709800027238,6.237552530325947,560895.0,1626009.0,3.0,2018.0,1013.0,4.0,5.0,10.0,4.0,2.0,1.0,1
-75.56733280562858,6.233526476421669,558198.0,1620791.0,20.0,2018.0,1020.0,2.0,3.0,10.0,2.0,2.0,1.0,1
-75.58648403906984,6.217214498837826,669207.0,1634194.0,11.0,2018.0,1506.0,3.0,7.0,15.0,4.0,1.0,1.0,0
-75.55562958781776,6.208386387545081,553409.0,1620654.0,20.0,2018.0,1407.0,2.0,3.0,14.0,1.0,2.0,1.0,1
-75.55250951779792,6.263426248735273,676808.0,1640202.0,29.0,2018.0,308.0,3.0,8.0,3.0,1.0,1.0,4.0,0
-75.54845910405942,6.281466036740572,674948.0,1641181.0,5.0,2018.0,301.0,3.0,9.0,3.0,1.0,2.0,1.0,0
-75.59594162707565,6.275560233402038,554699.0,1616414.0,13.0,2018.0,717.0,2.0,2.0,7.0,1.0,1.0,6.0,1
-75.60968143972488,6.23250364035879,555476.0,1615790.0,8.0,2018.0,1615.0,4.0,2.0,16.0,3.0,1.0,6.0,1
-75.59663343662265,6.263845640107039,565601.0,1624496.0,22.0,2018.0,1114.0,7.0,4.0,11.0,4.0,2.0,1.0,1
-75.57336410801786,6.2762993238647775,686150.0,1653921.0,17.0,2018.0,516.0,1.0,12.0,5.0,1.0,2.0,1.0,0
-75.62961000846937,6.254229983353111,672765.0,1643956.0,29.0,2018.0,1316.0,6.0,9.0,13.0,1.0,1.0,2.0,0
-75.56684745940811,6.296737362211761,566948.0,1628583.0,25.0,2018.0,508.0,5.0,5.0,5.0,1.0,1.0,4.0,1
-75.59529962227664,6.2694729599349595,670485.0,1636483.0,31.0,2018.0,1114.0,2.0,7.0,11.0,3.0,1.0,4.0,0
-75.56665697457927,6.20917723579793,555559.0,1615538.0,6.0,2018.0,1418.0,2.0,2.0,14.0,1.0,2.0,1.0,1
-75.55531713090467,6.2721691659437155,676433.0,1640249.0,29.0,2018.0,410.0,3.0,8.0,4.0,2.0,1.0,1.0,0
-75.56680390601738,6.246209717177867,551219.0,1613450.0,19.0,2018.0,1019.0,5.0,1.0,10.0,2.0,2.0,1.0,1
-75.56942268243819,6.28841459823042,667034.0,1639356.0,21.0,2018.0,510.0,2.0,8.0,5.0,1.0,1.0,1.0,0
-75.58588717208845,6.248934733634341,566888.0,1620142.0,14.0,2018.0,1103.0,3.0,3.0,11.0,1.0,1.0,1.0,1
-75.57619463836652,6.213677283318125,559939.0,1626737.0,10.0,2018.0,1419.0,4.0,5.0,14.0,1.0,1.0,4.0,1
-75.54035367010367,6.2318799131901885,669298.0,1634848.0,16.0,2018.0,902.0,1.0,7.0,9.0,1.0,2.0,1.0,0
-75.56684745940811,6.296737362211761,551154.0,1613529.0,20.0,2018.0,508.0,6.0,1.0,5.0,1.0,1.0,1.0,1
-75.57722075551004,6.224187350452278,674400.0,1642340.0,17.0,2018.0,1504.0,1.0,9.0,15.0,2.0,1.0,1.0,0
-75.58085341782756,6.240136181004725,679330.0,1650690.0,23.0,2018.0,1105.0,5.0,11.0,11.0,3.0,1.0,2.0,0
-75.5687660055237,6.299108305558735,566684.0,1629440.0,31.0,2018.0,509.0,4.0,5.0,5.0,2.0,1.0,1.0,1
-75.57067281385356,6.276112945717016,665130.0,1631087.0,13.0,2018.0,516.0,3.0,6.0,5.0,4.0,2.0,1.0,0
-75.54055537339664,6.294908821741951,680971.0,1647242.0,23.0,2018.0,111.0,2.0,10.0,1.0,3.0,2.0,1.0,0
-75.56173834585651,6.310822772112143,680049.0,1646712.0,20.0,2018.0,502.0,6.0,10.0,5.0,1.0,2.0,1.0,0
-75.58419291148098,6.284468822201723,686128.0,1653561.0,16.0,2018.0,711.0,7.0,12.0,7.0,1.0,2.0,1.0,0
-75.5921034712863,6.196931309037378,552198.0,1614068.0,24.0,2018.0,1511.0,3.0,1.0,15.0,1.0,1.0,2.0,1
-75.59803148741808,6.2572504400309255,550812.0,1612585.0,11.0,2018.0,1112.0,4.0,1.0,11.0,1.0,1.0,6.0,1
-75.59819026321567,6.232142148650023,563575.0,1623139.0,8.0,2018.0,1603.0,7.0,4.0,16.0,2.0,2.0,1.0,1
-75.57125128901826,6.236776402676947,550647.0,1612750.0,13.0,2018.0,1012.0,6.0,1.0,10.0,3.0,1.0,1.0,1
-75.56772413345107,6.244977677626662,682633.0,1654816.0,24.0,2018.0,1013.0,1.0,12.0,10.0,2.0,2.0,1.0,0
-75.59226772010079,6.249680641632158,677540.0,1650226.0,20.0,2018.0,1117.0,2.0,11.0,11.0,1.0,1.0,1.0,0
-75.6037139974069,6.230198521833382,554053.0,1621697.0,27.0,2018.0,1614.0,2.0,3.0,16.0,1.0,2.0,1.0,1
-75.54389616693234,6.2325854939661465,553231.0,1621556.0,27.0,2018.0,904.0,2.0,3.0,9.0,3.0,1.0,3.0,1
-75.58053684075448,6.297100379964192,664299.0,1630421.0,9.0,2018.0,606.0,6.0,6.0,6.0,1.0,1.0,1.0,0
-75.57572596352125,6.217891508773056,553680.0,1622626.0,5.0,2018.0,1403.0,4.0,4.0,14.0,1.0,1.0,1.0,1
-75.58937431711284,6.26201930926234,679409.0,1648781.0,6.0,2018.0,1115.0,2.0,11.0,11.0,2.0,2.0,1.0,0
-75.56657168633384,6.290649871519789,686129.0,1653688.0,16.0,2018.0,510.0,7.0,12.0,5.0,1.0,2.0,1.0,0
-75.57959487705884,6.204878289744022,674263.0,1641096.0,4.0,2018.0,1509.0,2.0,9.0,15.0,1.0,1.0,1.0,0
-75.55943208720481,6.299177812848244,558641.0,1620962.0,21.0,2018.0,507.0,3.0,3.0,5.0,2.0,1.0,1.0,1
-75.57556500388588,6.201094587904137,671870.0,1643980.0,28.0,2018.0,1422.0,5.0,9.0,14.0,1.0,2.0,1.0,0
-75.59453273477055,6.2208973767638645,675044.0,1641902.0,12.0,2018.0,1606.0,3.0,9.0,16.0,2.0,1.0,1.0,0
-75.55616063712166,6.238149887682419,679318.0,1649930.0,18.0,2018.0,911.0,7.0,11.0,9.0,1.0,1.0,2.0,0
-75.55819073342252,6.306663851089898,671223.0,1644689.0,3.0,2018.0,501.0,3.0,10.0,5.0,1.0,1.0,1.0,0
-75.55250352794094,6.276062205510678,558187.0,1617330.0,20.0,2018.0,303.0,2.0,2.0,3.0,1.0,1.0,1.0,1
-75.55947749767421,6.2148850932944075,564264.0,1624605.0,22.0,2018.0,915.0,7.0,4.0,9.0,1.0,1.0,3.0,1
-75.58253442116856,6.248530928157394,686419.0,1653084.0,11.0,2018.0,1103.0,2.0,12.0,11.0,2.0,2.0,1.0,0
-75.57186958155609,6.250110908970113,674641.0,1639795.0,25.0,2018.0,1006.0,6.0,8.0,10.0,1.0,2.0,1.0,0
-75.61963161690694,6.255649381970843,560954.0,1616986.0,18.0,2018.0,1309.0,7.0,2.0,13.0,3.0,1.0,6.0,1
-75.55686394557246,6.261953820960766,666023.0,1637492.0,8.0,2018.0,409.0,3.0,8.0,4.0,3.0,1.0,4.0,0
-75.56676737305649,6.2618736896179055,566748.0,1616098.0,10.0,2018.0,1002.0,6.0,2.0,10.0,2.0,1.0,1.0,1
-75.55888543783898,6.277184600757352,549584.0,1611886.0,2.0,2018.0,414.0,2.0,1.0,4.0,1.0,2.0,1.0,1
-75.57413792846867,6.265374082308207,558183.0,1617450.0,20.0,2018.0,517.0,2.0,2.0,5.0,1.0,1.0,1.0,1
-75.57859359531038,6.284862619435555,554520.0,1615186.0,3.0,2018.0,514.0,6.0,2.0,5.0,1.0,1.0,2.0,1
-75.5920267212277,6.222305203376317,682445.0,1645819.0,15.0,2018.0,1506.0,1.0,10.0,15.0,1.0,1.0,2.0,0
-75.56141351630123,6.2572826590815,673437.0,1643741.0,26.0,2018.0,1001.0,3.0,9.0,10.0,1.0,1.0,6.0,0
-75.61763126584121,6.2760434423008045,565611.0,1624596.0,22.0,2018.0,720.0,7.0,4.0,7.0,2.0,2.0,1.0,1
-75.60054134324683,6.250339830664822,669236.0,1636387.0,28.0,2018.0,1111.0,6.0,7.0,11.0,1.0,2.0,1.0,0
-75.57690689075638,6.246843049576563,671498.0,1643301.0,22.0,2018.0,1008.0,6.0,9.0,10.0,2.0,2.0,1.0,0
-75.57829349508314,6.251095563389438,680219.0,1648125.0,2.0,2018.0,1008.0,5.0,11.0,10.0,1.0,1.0,6.0,0
-75.5634729338289,6.255448085811026,678529.0,1649088.0,10.0,2018.0,1018.0,6.0,11.0,10.0,3.0,1.0,6.0,0
-75.55992893050343,6.232506060820737,558918.0,1622843.0,6.0,2018.0,913.0,5.0,4.0,9.0,3.0,2.0,1.0,1
-75.53479271060115,6.265884543971126,561333.0,1627441.0,15.0,2018.0,9008.0,2.0,5.0,17.0,1.0,1.0,2.0,1
-75.54143158965773,6.289124677559477,672301.0,1642905.0,18.0,2018.0,109.0,2.0,9.0,1.0,1.0,2.0,1.0,0
-75.56304288512244,6.2835486713148025,667609.0,1637125.0,5.0,2018.0,402.0,7.0,8.0,4.0,2.0,1.0,6.0,0
-75.57075374163405,6.249667397041438,677940.0,1648591.0,3.0,2018.0,1019.0,6.0,11.0,10.0,1.0,2.0,1.0,0
-75.57852886695663,6.279933937055813,563843.0,1625450.0,29.0,2018.0,709.0,7.0,4.0,7.0,4.0,2.0,1.0,1
-75.57061625555437,6.276081123875643,552004.0,1614210.0,25.0,2018.0,516.0,4.0,1.0,5.0,4.0,2.0,1.0,1
-75.58306243803818,6.239497038636366,557015.0,1618989.0,5.0,2018.0,1105.0,1.0,3.0,11.0,2.0,1.0,1.0,1
-75.57284173122531,6.211534481648724,672809.0,1644982.0,5.0,2018.0,1419.0,5.0,10.0,14.0,1.0,2.0,1.0,0
-75.557668101738,6.196643118589486,557837.0,1622165.0,2.0,2018.0,1410.0,1.0,4.0,14.0,3.0,2.0,1.0,1
-75.57600118057334,6.309812934267572,551296.0,1613609.0,18.0,2018.0,601.0,4.0,1.0,6.0,3.0,1.0,1.0,1
-75.5732142068338,6.246929999696095,559012.0,1620933.0,20.0,2018.0,1007.0,2.0,3.0,10.0,1.0,2.0,1.0,1
-75.60688782954165,6.2517184875819325,674679.0,1641954.0,12.0,2018.0,1204.0,3.0,9.0,12.0,1.0,1.0,1.0,0
-75.57957445644308,6.246984465445582,672162.0,1642913.0,18.0,2018.0,1009.0,2.0,9.0,10.0,1.0,2.0,1.0,0
-75.58596227332558,6.26761532738692,672249.0,1643840.0,29.0,2018.0,703.0,6.0,9.0,7.0,1.0,1.0,4.0,0
-75.56050984626611,6.294561306300397,673236.0,1642739.0,20.0,2018.0,210.0,4.0,9.0,2.0,1.0,1.0,1.0,0
-75.58752141032762,6.238758350124601,673831.0,1644563.0,2.0,2018.0,1601.0,2.0,10.0,16.0,2.0,2.0,1.0,0
-75.5846322251879,6.244501696652768,565380.0,1625213.0,27.0,2018.0,1105.0,5.0,4.0,11.0,2.0,2.0,1.0,1
-75.5691523810399,6.280594412142126,667356.0,1638666.0,16.0,2018.0,512.0,4.0,8.0,5.0,2.0,1.0,1.0,0
-75.53355283807208,6.2363412064968085,557587.0,1621271.0,25.0,2018.0,819.0,7.0,3.0,8.0,3.0,1.0,2.0,1
-75.58202041131818,6.247113128007443,552788.0,1616659.0,15.0,2018.0,1105.0,4.0,2.0,11.0,1.0,1.0,2.0,1
-75.57993053680654,6.2735723906349,552007.0,1614195.0,25.0,2018.0,519.0,4.0,1.0,5.0,3.0,1.0,6.0,1
-75.57513869208,6.251338913186125,684080.0,1652336.0,6.0,2018.0,1008.0,4.0,12.0,10.0,2.0,1.0,4.0,0
-75.58744298574365,6.24912976279382,670625.0,1634435.0,14.0,2018.0,1103.0,6.0,7.0,11.0,1.0,1.0,1.0,0
-75.5725860112565,6.2503979339624545,664387.0,1629609.0,2.0,2018.0,1006.0,6.0,6.0,10.0,1.0,1.0,2.0,0
-75.5512668705447,6.240085981764783,661842.0,1631937.0,22.0,2018.0,906.0,5.0,6.0,9.0,3.0,1.0,6.0,0
-75.57825418895484,6.225875542863934,566241.0,1629047.0,28.0,2018.0,1504.0,1.0,5.0,15.0,1.0,2.0,1.0,1
-75.57668028166233,6.225350057801628,563482.0,1622801.0,8.0,2018.0,1504.0,7.0,4.0,15.0,1.0,3.0,2.0,1
-75.57558148206348,6.283108295237403,555359.0,1615935.0,9.0,2018.0,514.0,5.0,2.0,5.0,3.0,1.0,1.0,1
-75.55181520467093,6.249052515716685,555493.0,1616001.0,9.0,2018.0,808.0,5.0,2.0,8.0,1.0,1.0,2.0,1
-75.5744578140905,6.273602532623397,552372.0,1614340.0,26.0,2018.0,517.0,5.0,1.0,5.0,1.0,2.0,1.0,1
-75.5704267509131,6.203015405371434,662895.0,1631547.0,18.0,2018.0,1416.0,1.0,6.0,14.0,2.0,2.0,1.0,0
-75.57829349508314,6.251095563389438,664114.0,1630612.0,9.0,2018.0,1008.0,6.0,6.0,10.0,1.0,2.0,1.0,0
-75.54798085284006,6.229081192412785,552109.0,1614637.0,29.0,2018.0,903.0,1.0,1.0,9.0,3.0,2.0,1.0,1
-75.57362230894427,6.275445447155333,565910.0,1613874.0,23.0,2018.0,516.0,2.0,1.0,5.0,1.0,1.0,1.0,1
-75.59117988492012,6.249527732182977,679043.0,1648756.0,6.0,2018.0,1117.0,2.0,11.0,11.0,1.0,1.0,2.0,0
-75.55615153858373,6.290929152477001,679385.0,1648845.0,6.0,2018.0,209.0,2.0,11.0,2.0,1.0,2.0,1.0,0
-75.57873222134626,6.213815813255607,678814.0,1651011.0,22.0,2018.0,1507.0,4.0,11.0,15.0,1.0,2.0,1.0,0
-75.58306243803818,6.239497038636366,680616.0,1646905.0,22.0,2018.0,1105.0,1.0,10.0,11.0,1.0,2.0,1.0,0
-75.57384520213395,6.2704200263233005,549592.0,1611887.0,2.0,2018.0,517.0,2.0,1.0,5.0,3.0,2.0,1.0,1
-75.5675920450755,6.243578575007873,555205.0,1616421.0,13.0,2018.0,1013.0,2.0,2.0,10.0,3.0,1.0,6.0,1
-75.58565273358968,6.216842607226702,663149.0,1633133.0,30.0,2018.0,1507.0,6.0,6.0,15.0,1.0,2.0,1.0,0
-75.57024421022123,6.241429092330723,556883.0,1617704.0,23.0,2018.0,1013.0,5.0,2.0,10.0,1.0,1.0,2.0,1
-75.57710902676288,6.189816928276475,674528.0,1641857.0,11.0,2018.0,1413.0,2.0,9.0,14.0,1.0,2.0,1.0,0
-75.61333134450227,6.242899859780098,682856.0,1654906.0,25.0,2018.0,1212.0,2.0,12.0,12.0,3.0,2.0,1.0,0
-75.57551727721138,6.213136496416669,674470.0,1641531.0,10.0,2018.0,1419.0,1.0,9.0,14.0,1.0,1.0,3.0,0
-75.55547380884215,6.271310776027054,564581.0,1623108.0,10.0,2018.0,410.0,2.0,4.0,4.0,1.0,1.0,6.0,1
-75.57061625555437,6.276081123875643,668706.0,1636261.0,27.0,2018.0,516.0,5.0,7.0,5.0,1.0,2.0,1.0,0
-75.58460818539808,6.261152075688572,673114.0,1644224.0,1.0,2018.0,1101.0,1.0,10.0,11.0,2.0,1.0,1.0,0
-75.57550955927526,6.220185532724316,679703.0,1646678.0,20.0,2018.0,1403.0,6.0,10.0,14.0,1.0,2.0,1.0,0
-75.57805982674834,6.299900733534469,556461.0,1619300.0,7.0,2018.0,603.0,3.0,3.0,6.0,1.0,1.0,2.0,1
