Longitude,Latitude
-75.5751772,6.2600983
-75.5745978,6.2653453
-75.5743725,6.2659853
-75.5749733,6.2656867
-75.5751236,6.2662625
-75.5754914,6.2656547
-75.5764647,6.2666144
-75.5871553,6.2656047
-75.5870372,6.2675136
-75.5777036,6.2707886
-75.5799472,6.2735378
-75.5809128,6.2736392
-75.5818944,6.2736444
-75.5826403,6.2736178
-75.5813742,6.2771658
-75.5802936,6.2785203
-75.5907072,6.2723392
-75.5901172,6.2761092
-75.5963558,6.2758744
-75.5917533,6.2738322
-75.5921019,6.2729472
-75.5930408,6.2732936
-75.59406,6.2735497
-75.6011406,6.2787231
-75.5963553,6.275865
-75.5932386,6.2784031
-75.5901072,6.2761761
-75.5895386,6.2775197
-75.5872856,6.2798614
-75.586285,6.2815378
-75.5855342,6.2821561
-75.5841392,6.2844169
-75.5946764,6.2103444
-75.5949339,6.210835
-75.5937967,6.2135122
-75.5932281,6.2163811
-75.5966933,6.2140986
-75.5973586,6.2160186
-75.5978522,6.2163811
-75.5924447,6.2204289
-75.5922517,6.2213889
-75.592005,6.2227967
-75.5917044,6.22445
-75.5909742,6.2267956
-75.5913283,6.2288222
-75.5913711,6.2292808
-75.5914356,6.2305392
-75.5914783,6.2315419
-75.5915214,6.2322778
-75.5902339,6.2315525
-75.5872836,6.2316592
-75.587305,6.2324592
-75.5827697,6.2320603
-75.5827375,6.2333081
-75.5795511,6.2330017
-75.5779097,6.2327031
-75.5766169,6.2316472
-75.5813267,6.2395403
-75.5536053,6.2844953
-75.5542703,6.2844633
-75.5554719,6.2845272
-75.5567489,6.2845806
-75.55662,6.2858711
-75.5627783,6.2905847
-75.5616036,6.2835356
-75.5679283,6.2829278
-75.5657719,6.2842111
-75.5651928,6.2844564
-75.5629164,6.2855431
-75.5630397,6.2860925
-75.5641181,6.2854792
-75.5642844,6.2859697
-75.5645956,6.2859111
-75.5541014,6.2790069
-75.5545197,6.2763728
-75.5650464,6.2768153
-75.5645458,6.2746644
-75.5676517,6.2737986
-75.5650683,6.2721772
-75.5623756,6.27254
-75.5656692,6.2717933
-75.5551228,6.2729986
-75.5554553,6.2713242
-75.5583092,6.2718161
-75.5559167,6.26869
-75.5588028,6.2688925
-75.5561742,6.2667458
-75.5562278,6.2646428
-75.556555,6.2632403
-75.5632336,6.2645308
-75.56259,6.2654158
-75.5653044,6.2695325
-75.5663558,6.2694153
-75.5669353,6.2673036
-75.56583,6.2671756
-75.5660017,6.2662797
-75.583305,6.1958608
-75.5849678,6.1963406
-75.5876717,6.1970128
-75.5843886,6.2010125
-75.5901069,6.1970128
-75.5898678,6.1975458
-75.5889269,6.2329272
-75.58846,6.2050975
-75.5892111,6.2072947
-75.5909706,6.2081481
-75.5946883,6.2103344
-75.5949458,6.210825
-75.5867231,6.2128183
-75.5938364,6.2135008
-75.5932408,6.2166369
-75.5924469,6.220455
-75.5922644,6.2213936
-75.5919964,6.2228228
-75.5916853,6.2244331
-75.5909986,6.2267903
-75.5913419,6.2288275
-75.5913956,6.2292861
-75.5902261,6.2315578
-75.5872756,6.2316431
-75.5879033,6.2103597
-75.5861008,6.2067761
-75.5865192,6.2053789
-75.5840731,6.2059867
-75.5820989,6.2051014
-75.5801356,6.2029894
-75.5827428,6.2333228
-75.582775,6.2320644
-75.5827319,6.2309808
-75.5795778,6.2330028
-75.5797975,6.2317125
-75.57792,6.2326722
-75.5766164,6.2316483
-75.5773889,6.2318883
-75.5783439,6.2258836
-75.5835794,6.2266731
-75.5794919,6.2228119
-75.58079,6.2176072
-75.5843628,6.2227586
-75.5838922,6.2114719
-75.5800619,6.2142558
-75.5688894,6.2407214
-75.56919,6.2367967
-75.5700161,6.2368714
-75.5704667,6.2366786
-75.5701983,6.2345356
-75.5699517,6.2312292
-75.5697156,6.2293094
-75.5707564,6.2284883
-75.5713894,6.2290536
-75.573165,6.2303708
-75.5744203,6.2316933
-75.5738839,6.2328769
-75.5744417,6.2316772
-75.5746564,6.2328183
-75.57486,6.2338742
-75.5751283,6.2348342
-75.5727681,6.2352714
-75.5735619,6.2355275
-75.5741628,6.2358153
-75.5739053,6.2364339
-75.5757828,6.2384817
-75.5755039,6.2389831
-75.5740769,6.2378525
-75.5735192,6.2376178
-75.572725,6.2374258
-75.5719847,6.2370844
-75.5717381,6.2377886
-75.5724461,6.2381511
-75.5731758,6.2383858
-75.5776358,6.2471108
-75.5758547,6.246215
-75.5688672,6.2407631
-75.5677406,6.2434825
-75.5667106,6.2432372
-75.5651872,6.2426828
-75.5636208,6.2418614
-75.5631486,6.2426081
-75.5647258,6.2436853
-75.5642967,6.2444317
-75.5626122,6.2436425
-75.561915,6.2432586
-75.5637711,6.2454342
-75.5627411,6.2448903
-75.5614428,6.2441864
-75.5606058,6.2437172
-75.5633525,6.2462556
-75.5626017,6.2458928
-75.5610136,6.2450717
-75.5601447,6.2445703
-75.5592433,6.2441972
-75.5582456,6.2437386
-75.5575589,6.2443358
-75.5596081,6.2454664
-75.5628589,6.2472794
-75.5623978,6.2482925
-75.561475,6.2480792
-75.5587606,6.2470128
-75.5578594,6.2465967
-75.5565183,6.2453597
-75.5561536,6.2467356
-75.5582133,6.2478714
-75.5620544,6.2491936
-75.5610781,6.2507508
-75.5607456,6.2514333
-75.5603914,6.2520733
-75.5596189,6.2498017
-75.5587178,6.2492897
-75.5577522,6.2486819
-75.5573658,6.2493325
-75.5589536,6.2509856
-75.5569475,6.250015
-75.5549894,6.2497322
-75.5586025,6.2515164
-75.5604372,6.2575453
-75.5604372,6.2575453
-75.5609736,6.25794
-75.5614778,6.2572894
-75.3744789,6.2568203
-75.5616925,6.255295
-75.3790189,6.2558603
-75.563535,6.2633364
-75.5642217,6.2614594
-75.5646508,6.2604356
-75.5650478,6.2593583
-75.5655414,6.2581319
-75.5658847,6.2571508
-75.5662494,6.2596569
-75.5672367,6.2597956
-75.5670789,6.2608942
-75.5679553,6.2630806
-75.5689211,6.2612675
-75.5694681,6.2601797
-75.5665069,6.2578333
-75.5675478,6.2580253
-75.5685347,6.2582386
-75.5704122,6.2583453
-75.5676336,6.2573642
-75.5687814,6.2573108
-75.5677086,6.2570122
-75.5667858,6.2578572
-75.5678911,6.2562656
-75.5689317,6.2564683
-75.5663247,6.2576975
-75.5671453,6.2553164
-75.5666947,6.2552525
-75.5682506,6.2542819
-75.5692697,6.2544844
-75.5700636,6.2546231
-75.5673169,6.2536847
-75.5662603,6.2530767
-75.5654342,6.2544206
-75.5648442,6.2550606
-75.5639536,6.2545806
-75.5633528,6.2543033
-75.5629008,6.2539847
-75.5623336,6.2533433
-75.5626983,6.2527036
-75.5650694,6.2523194
-75.5643719,6.2518503
-75.5635136,6.2513383
-75.5610461,6.2525008
-75.5614536,6.2518822
-75.5619097,6.2504144
-75.5623872,6.2505597
-75.5723275,6.2579608
-75.5721881,6.2569156
-75.5737033,6.2557406
-75.5751822,6.2535436
-75.5744653,6.2530531
-75.5729631,6.2519867
-75.5726519,6.2504189
-75.5718475,6.2500775
-75.5708497,6.2496722
-75.5720297,6.2514747
-75.5716758,6.2520825
-75.5712681,6.2529039
-75.5713108,6.2511333
-75.5709783,6.2517625
-75.5706672,6.2525306
-75.5693153,6.2529358
-75.56953,6.2524772
-75.5697767,6.25204
-75.5697767,6.25204
-75.5700772,6.2513039
-75.5703989,6.2506642
-75.5751733,6.2528131
-75.5751303,6.2501575
-75.5775981,6.2470861
-75.57542,6.2469581
-75.5730511,6.249495
-75.5734697,6.2486844
-75.5722358,6.2492603
-75.5725578,6.2484072
-75.5715383,6.2480125
-75.5746392,6.2463167
-75.5731906,6.2469353
-75.5726219,6.2453464
-75.5705836,6.2476286
-75.5697575,6.2473728
-75.5703475,6.2458261
-75.5706908,6.2446958
-75.5688992,6.2470208
-75.5682661,6.2467433
-75.5698433,6.2443758
-75.5751111,6.2458583
-75.5725361,6.2422747
-75.5701436,6.2436825
-75.5717853,6.2419333
-75.5709697,6.2416742
-75.5751219,6.2399283
-75.5735125,6.2393311
-75.5728153,6.2391283
-75.5721392,6.2389683
-75.5713611,6.2387311
-75.5704064,6.2383897
-75.5703092,6.2414508
-75.5718989,6.2410881
-75.56737,6.2454928
-75.5663831,6.2448636
-75.5660933,6.2445117
-75.5702633,6.2485217
-75.5694211,6.2482072
-75.5685519,6.2479139
-75.5700164,6.2493164
-75.5690883,6.2490231
-75.5682622,6.2486336
-75.5673503,6.2482444
-75.5669642,6.2490389
-75.5679619,6.2493269
-75.5687933,6.2498017
-75.5696247,6.2502656
-75.5664383,6.2499561
-75.5692708,6.2509586
-75.5672483,6.2509375
-75.5654942,6.2515853
-75.5666958,6.2524011
-75.5685789,6.2526517
-75.5654889,6.2515906
-75.5648022,6.2511642
-75.5639975,6.2505456
-75.563075,6.2496497
-75.5656497,6.2495108
-75.5651992,6.24837
-75.5658431,6.2475592
-75.5654461,6.2462208
-75.5636328,6.2487483
-75.5648667,6.2469886
-75.5644,6.2468019
-75.5746147,6.2296597
-75.5691217,6.2250308
-75.5692075,6.2234311
-75.5750333,6.2255642
-75.5693683,6.2200608
-75.5751933,6.2233672
-75.5754408,6.2212981
-75.5756342,6.2186742
-75.5756769,6.2180983
-75.5760417,6.2150267
-75.5699047,6.2147281
-75.5771789,6.2138106
-75.5761706,6.2139172
-75.5747542,6.2125522
-75.5739389,6.2129361
-75.5721364,6.2123175
-75.5716025,6.2121681
-75.5762992,6.2128508
-75.577415,6.2131919
-75.5719647,6.2112083
-75.5711064,6.2109094
-75.5704628,6.2106108
-75.5708061,6.2098003
-75.5765781,6.2098431
-75.5768786,6.2071125
-75.5715786,6.2061525
-75.5712997,6.2058111
-75.5769858,6.2056939
-75.5744753,6.2045847
-75.5734239,6.2043181
-75.5717503,6.2034647
-75.5721258,6.2021742
-75.572555,6.2009794
-75.5730592,6.2002222
-75.5745397,6.2020142
-75.57528,6.2014914
-75.5785953,6.2030914
-75.5772328,6.2031022
-75.5772111,6.2027394
-75.5773722,6.2018008
-75.5733167,6.1998489
-75.5759881,6.2003928
-75.5763856,6.1995822
-75.5743467,6.1977478
-75.5754944,6.1981636
-75.5748939,6.1962439
-75.5765031,6.1926919
-75.5804406,6.1903775
-75.5771683,6.1898228
-75.5815133,6.1878281
-75.5778978,6.1874761
-75.5718039,6.1936144
-75.5673514,6.1917694
-75.56998,6.1858069
-75.5690036,6.1811456
-75.5617403,6.1870228
-75.5607531,6.1870547
-75.5635533,6.1899453
-75.5596694,6.1922706
-75.5660853,6.1960881
-75.5684564,6.1969414
-75.5645511,6.2004078
-75.5587361,6.1951708
-75.5587361,6.1960042
-75.5569981,6.1976881
-75.5611394,6.2049836
-75.5592083,6.2088981
-75.5599164,6.2135217
-75.5603456,6.2141456
-75.5639933,6.2124736
-75.5644761,6.2118764
-75.5637572,6.2086553
-75.5647067,6.2092792
-75.565195,6.2094714
-75.5651036,6.2084847
-75.5655972,6.2086714
-75.56571,6.2096581
-75.5661069,6.2088686
-75.5680594,6.2097433
-75.5687892,6.2099886
-75.5704428,6.2105669
-75.5708075,6.2097722
-75.5656022,6.2020911
