Longitude,Latitude
-75.57835740864209,6.213718728297707
-75.59202233324395,6.279157200921898
-75.59588154527795,6.27555463184188
-75.56728372720755,6.248271123444315
-75.57619463836652,6.213677283318125
-75.60353169407537,6.257357647522813
-75.57835740864209,6.213718728297707
-75.54520414975282,6.277667661838403
-75.55924090360604,6.248664359177273
-75.54600542598799,6.233017617772902
-75.60281805575202,6.240998153058458
-75.59663343662265,6.263845640107039
-75.53510995771174,6.233201993052537
-75.56526148106205,6.248366686534277
-75.57503658102446,6.250174592882353
-75.57186958155609,6.250110908970113
-75.5767079263262,6.225385405425178
-75.64497721496673,6.182481247835216
-75.5655865684844,6.272327370085992
-75.64175712047401,6.174801484846728
-75.56871539289821,6.247466241854768
-75.60414363476724,6.23113119545634
-75.57480537927651,6.254322184626273
-75.57902841348013,6.273525495533682
-75.57019302462426,6.2362677974736025
-75.55824859523065,6.232397195084332
-75.59623229528279,6.265278578765558
-75.55972487705974,6.239069892929572
-75.54923498005377,6.264700958610848
-75.60776571879963,6.241934367031965
-75.60540672269002,6.238690832384374
-75.55748917205214,6.310701225729282
-75.59176995816269,6.2538346733161125
-75.57511466104,6.251361514830271
-75.55385915164545,6.2353604976394905
-75.55783140667523,6.285922745500669
-75.58970531429837,6.234544126706281
-75.58098725034779,6.256095772666768
-75.56823755722277,6.2600447046163215
-75.54866768304849,6.238735352292255
-75.56352191122565,6.251354018182751
-75.56995185516979,6.2312154421467225
-75.57856358245873,6.214636963647063
-75.5637746156829,6.24541298276651
-75.5715799183049,6.269725390111702
-75.59199783708816,6.222779739192062
-75.56728887270793,6.247377924873026
-75.58961326618413,6.2636120483285
-75.56089994558506,6.2757923872660495
-75.57443139889763,6.231883651761104
-75.57335582621178,6.272575373127032
-75.57550955927526,6.220185532724316
-75.55291425097438,6.232363922483494
-75.5826593949787,6.233301075063138
-75.57617993727206,6.26963816158376
-75.58536010261402,6.213828435178468
-75.57173659558461,6.257049201094532
-75.64270480768084,6.174980980073053
-75.5704267509131,6.203015405371434
-75.55416472862704,6.268729696544285
-75.60521739936112,6.250928661517199
-75.64522492901399,6.173049376833396
-75.57516170745271,6.250194841116235
-75.59589929682322,6.290022548830656
-75.58151329408166,6.217750145989529
-75.57678116249393,6.220071957274562
-75.5807084913571,6.2395385198228945
-75.58799096050991,6.254187973099955
-75.56484011957994,6.247042076834799
-75.5691843460411,6.222982743919905
-75.55981895892478,6.300844789177822
-75.55376040597069,6.256886309365579
-75.57173065726344,6.258927630263949
-75.60054134324683,6.250339830664822
-75.58687705827894,6.266044779413992
-75.56852227535387,6.252725898920955
-75.56772413345107,6.244977677626662
-75.56794344302374,6.299677770240043
-75.59486444779515,6.274692591264698
-75.55770226462514,6.248644632244741
-75.5988187290857,6.277853804608742
-75.59893660864378,6.269112836654262
-75.56727664990204,6.301067384498679
-75.5725196776958,6.211411355189066
-75.5909681974798,6.260214754854449
-75.57475907487148,6.227621967639768
-75.58813346606259,6.201522069334433
-75.54391916613501,6.265305581697331
-75.58672303116404,6.242419322557467
-75.56028104832748,6.246306433600058
-75.57835740864209,6.213718728297707
-75.59663343662265,6.263845640107039
-75.55287557168867,6.2408957758344785
-75.56396903530052,6.296093593105131
-75.57746809547638,6.257898176625973
-75.63498369883865,6.2752623150046025
-75.56234932772591,6.253409816982473
-75.56771839059763,6.184694369687643
-75.55869142747498,6.249283715689574
-75.56984320872536,6.244361101847242
-75.56686208697006,6.246221379171063
-75.5726456384063,6.250416827673815
-75.56389891015206,6.254659486483562
-75.55811133404666,6.311980370343995
-75.5992090693458,6.231290290172006
-75.58031131015478,6.1948117046760425
-75.55500877746273,6.238346407219321
-75.56005034955686,6.242234512933076
-75.58467870281186,6.204574906131379
-75.59675957782764,6.222300780098013
-75.57357077395831,6.245880937678415
-75.5675920450755,6.243578575007873
-75.57300943899091,6.2495293191482775
-75.57317874948208,6.238461248514769
-75.57169037155467,6.2034527685837935
-75.55250783198832,6.242910255519158
-75.58687705827894,6.266044779413992
-75.5823254861457,6.213843099359251
-75.5687074056671,6.22987664925448
-75.57003159801148,6.237635441545043
-75.60145622491429,6.2107624837555715
